Load,REHourlyCF
699.8868402,0.338781088
721.2275978,0.294427252
737.2408963,0.248639002
733.0646684,0.235599404
724.1275516,0.264897558
708.0890185,0.296324742
683.3173894,0.317530326
656.9500002,0.333963948
634.8475143,0.32075493
621.8077775,0.312622829
613.978632,0.306354334
612.6991053,0.299961598
615.2542949,0.291016287
624.2044929,0.28485509
638.4892935,0.280467144
654.7489068,0.289265626
670.6007295,0.315486006
681.3781585,0.346879306
682.6170557,0.360037498
678.2061262,0.384224853
672.3874675,0.409016468
666.4498508,0.42548962
662.661336,0.454635298
664.8010731,0.465670108
675.7054003,0.459706567
701.8372039,0.443092232
717.622306,0.42142357
709.0695405,0.421225914
703.1348216,0.436868915
693.8388061,0.44722605
675.0115444,0.445260792
658.7302603,0.41793919
639.3941174,0.42759606
631.2205515,0.418933113
629.1163523,0.412664619
633.4171155,0.405870925
647.9064117,0.397241862
679.7655845,0.407186745
731.7875048,0.426602137
759.8535677,0.436535725
757.6006627,0.462795636
750.557323,0.482741874
745.3057911,0.533928934
736.0269608,0.571347896
726.6452768,0.586821478
720.2848895,0.580965235
713.9002718,0.561465134
711.5108255,0.529902415
717.5759517,0.489642865
741.4478487,0.454759538
765.687796,0.395254015
762.2264783,0.32517676
748.6523639,0.318275769
723.7855487,0.322341819
687.522159,0.327706747
652.6068612,0.328711965
629.0698944,0.345958797
616.440038,0.346692945
609.7908183,0.344332377
609.4991099,0.345845851
620.2637305,0.341045653
648.1980874,0.341683797
697.5078064,0.333749351
727.3100237,0.32776322
725.4997375,0.329101629
722.2087036,0.333218505
718.0230509,0.387104972
711.8652054,0.425811516
704.1756628,0.440957555
698.4572326,0.433339357
694.205203,0.419322777
690.9391743,0.407870067
697.1360778,0.386489417
717.858601,0.364837697
740.5100083,0.326486932
738.3403161,0.285724774
727.6847593,0.311126296
705.2186924,0.344428381
671.1120392,0.368474553
636.6097163,0.376194402
614.2352064,0.364662631
602.4003623,0.359376765
598.3725563,0.354169961
599.1885846,0.339283697
610.6310332,0.325498656
641.2245191,0.315474711
694.3770039,0.306873885
723.3558692,0.308952088
716.8047168,0.322031218
704.7952833,0.345207707
695.7710409,0.403623303
686.0090167,0.438534866
678.4146601,0.449626149
671.6440102,0.45356796
663.4233643,0.452980641
657.9264509,0.438664754
663.5649372,0.424066503
691.0235822,0.397343514
723.7713762,0.326565994
728.6373452,0.239128962
723.4797715,0.239885699
705.7033815,0.250214597
676.9679166,0.253744155
646.3433297,0.277519257
626.4356177,0.2617859
616.2532024,0.268528767
613.1617688,0.269358919
615.0198934,0.259854526
626.2554018,0.26103481
657.2588609,0.253811923
707.8987393,0.240450428
735.3897241,0.229150195
731.0270917,0.220893853
722.6953954,0.226524204
715.4423104,0.277507963
704.3884588,0.317377849
694.3377005,0.333681583
686.1464531,0.333337098
679.4464751,0.330445684
675.7861628,0.32959859
682.22412,0.318111997
703.6685498,0.300678805
726.1378364,0.260526554
725.1590991,0.223807857
715.1721309,0.233820506
695.2519327,0.237502541
661.9501912,0.235966478
628.4870669,0.248531704
604.8829809,0.218708351
591.691657,0.217663602
586.2026184,0.210683548
585.1251806,0.205273442
595.6432847,0.199044478
624.2327889,0.189302898
673.2969954,0.17816079
705.8653429,0.16808602
707.6632027,0.172750683
710.2482437,0.181854119
711.0940415,0.220374303
708.9187228,0.250790621
702.9808224,0.255387517
699.6431668,0.255940952
693.3691192,0.250553435
690.3682929,0.23815198
695.2786188,0.223288306
711.1870009,0.202901579
725.4727621,0.164409632
718.6583667,0.1326662
707.4912108,0.141532449
690.8479121,0.142074589
667.0870437,0.137873004
639.4882502,0.132214416
617.6830227,0.126832546
606.7020151,0.11679166
601.8827331,0.115176534
601.9804622,0.119841198
607.4375702,0.116610947
620.4552814,0.119971086
641.9478717,0.116401997
661.9832351,0.107157379
676.4352744,0.106073099
681.9649644,0.111833337
678.9038186,0.141419503
667.746235,0.166098173
653.2219357,0.180464885
637.7046502,0.199705211
623.5579134,0.206764327
616.8267524,0.207498475
620.66405,0.200123111
645.7709802,0.180922316
681.9499023,0.161585986
686.0876125,0.138929047
682.9582999,0.139245296
672.9161532,0.138076306
655.9593005,0.129012401
635.5772792,0.121145723
618.359339,0.110082676
609.0210733,0.105372834
604.8132696,0.103356751
604.3409685,0.103989248
609.2250885,0.100685581
618.8507732,0.095603018
634.8637333,0.087996115
648.7698092,0.09159344
655.1160294,0.097167318
652.6469286,0.110551402
645.0084225,0.152177596
634.4396748,0.187682125
623.3659478,0.200111816
611.30294,0.206939393
606.4694909,0.210310827
600.2444716,0.213061059
612.534328,0.213687908
644.0231529,0.204239987
672.6801418,0.181295037
672.5430274,0.136235289
664.1102077,0.13103978
645.3099213,0.136348235
619.0909321,0.134219205
593.7560399,0.122811674
571.7842779,0.131864284
560.674249,0.130045856
556.5289421,0.132434661
557.6686258,0.128955929
567.3054215,0.129385123
596.8339067,0.129323003
648.4633988,0.12899546
679.3616906,0.128521087
681.5255653,0.128865572
680.0408993,0.14027875
679.5090974,0.18736023
675.498782,0.214224401
670.5476847,0.228099799
664.837042,0.224253993
658.8074154,0.2279925
654.6785023,0.219126251
659.0517055,0.20715399
676.8008036,0.21159841
697.7769271,0.189624794
694.9603335,0.182599562
683.2310224,0.188111319
660.7395683,0.193397185
628.4240952,0.199535793
595.7506569,0.202574036
572.8584468,0.205792993
561.4559673,0.20982516
557.7274608,0.209565384
559.5778035,0.207120107
570.694632,0.20383903
603.1556019,0.198688699
657.1287373,0.193871558
685.0646494,0.191522284
680.9448116,0.196011882
673.7398708,0.198835528
668.9469803,0.217951614
661.2212067,0.220989857
652.5728732,0.231482527
645.3924028,0.22732612
637.5366967,0.232657164
632.9067935,0.236423908
637.5918044,0.230070704
658.9050464,0.22106892
689.7976735,0.191776412
694.2177766,0.143520296
688.9485249,0.130520229
671.0366195,0.128707448
641.5436777,0.124251734
610.9802015,0.125799092
589.2129458,0.120428517
579.0787074,0.119056224
575.3221177,0.117881588
577.8197492,0.116447175
588.8807498,0.119276469
620.6366762,0.122772143
674.9118507,0.123449818
701.5587622,0.122998035
696.5059519,0.124720459
689.5097742,0.127736113
686.5666751,0.149195826
679.6666166,0.177353227
671.8213448,0.196249068
666.9616462,0.211604057
663.5773689,0.214365583
665.8618225,0.212315616
674.7451633,0.218663173
694.1007232,0.206899862
713.4835206,0.190579186
715.9662155,0.171225914
707.9824595,0.168029547
689.8675595,0.179030473
658.7826939,0.183757257
625.6362342,0.185225553
602.2847934,0.202771691
590.363353,0.208080146
586.6101633,0.214326052
588.6001907,0.212507624
600.0915475,0.203161354
631.2037103,0.190370237
685.5031206,0.179629086
709.8110003,0.179894509
701.1770522,0.18270686
689.841932,0.201484109
681.700979,0.247859676
671.4615348,0.272995776
659.6497316,0.287232601
652.2758494,0.2943256
643.7503649,0.297770449
639.1728298,0.28458402
643.3694571,0.272024441
661.1341521,0.25421288
691.4991958,0.216703562
694.762605,0.170226343
689.0541233,0.159801441
673.5942595,0.160044275
644.8733274,0.158152432
616.4955605,0.15840656
595.6627073,0.154775351
584.952763,0.156718019
580.7834005,0.155752332
582.8235039,0.155328785
594.5844889,0.15125144
623.910607,0.14595428
673.270222,0.137889946
697.9860613,0.138595857
692.0822689,0.151787933
679.4604347,0.156825318
669.0049858,0.173575188
658.0117592,0.198033613
650.0123736,0.216071066
643.5765229,0.231025097
637.7431404,0.239665454
633.5313693,0.230680612
637.2854486,0.226710565
653.5087654,0.205996295
676.6376361,0.174100386
676.4400878,0.15037611
669.6536881,0.155791863
655.9548473,0.165821455
634.1050066,0.173106463
607.7309976,0.161484334
587.1960195,0.177093451
576.3297131,0.176065644
570.8149926,0.174117328
569.9877495,0.174185096
575.0256286,0.1707346
587.4913025,0.16889923
607.8619507,0.16556168
627.1079993,0.164449163
645.5790584,0.172394904
657.4089581,0.196887212
661.3875231,0.245126386
660.1013275,0.281799905
655.1104193,0.299272629
648.4726217,0.303270912
644.8956586,0.312860015
645.7804541,0.296889471
654.2587331,0.27402923
673.5061079,0.239563803
695.8012797,0.204115747
697.533341,0.158660688
691.5118021,0.149743613
679.3875745,0.14349206
661.273373,0.134490275
639.4897837,0.151036843
622.8567009,0.122224356
613.0809081,0.122190472
609.5313734,0.118248662
609.4408533,0.110845061
615.0131973,0.101442319
626.0386382,0.094501796
642.5032436,0.091768506
656.3002173,0.097331089
667.5675034,0.112527954
672.6303059,0.136116696
670.9168212,0.196938038
667.7420166,0.232849172
665.6011824,0.241325758
659.8570157,0.236350494
654.5818591,0.22432176
653.9257513,0.206730443
663.7170483,0.189506201
688.4632901,0.160913958
725.3270471,0.131971583
733.4114026,0.08858908
730.4908531,0.077723689
717.4563989,0.078017348
697.8046337,0.076176331
677.6796234,0.076780591
661.545948,0.074403081
655.1520311,0.074662857
654.1014923,0.077187196
657.1771653,0.085330593
668.9996977,0.0930335
693.9590574,0.099669069
731.7269124,0.105440602
750.7897545,0.10888545
748.6389718,0.116452823
738.8400945,0.128600149
727.9427525,0.180487474
711.5144437,0.211728297
694.4972443,0.22311324
679.3203625,0.226456437
666.402094,0.223830446
659.5304024,0.229088075
663.3888961,0.225129323
685.4971067,0.212914229
718.7092449,0.170779778
